SalesID,InventoryID,QuantitySold,SalesDate,Price
SAL08495,INV03083,20,2022-07-10,175.45
SAL08496,INV08580,21,2024-09-19,494.29
SAL08497,INV04925,23,2025-10-12,343.4
SAL08498,INV03882,91,2024-09-13,158.23
SAL08499,INV04688,59,2023-01-08,10.06
SAL08500,INV02034,18,2025-11-06,288.44
SAL08501,INV05034,70,2021-08-09,454.99
SAL08502,INV12685,12,2021-02-09,69.91
SAL08503,INV04387,57,2022-08-23,361.59
SAL08504,INV09082,17,2025-11-12,326.23
SAL08505,INV12912,91,2025-12-15,440.16
SAL08506,INV05103,72,2024-08-22,440.67
SAL08507,INV07433,8,2023-03-03,473.57
SAL08508,INV08477,15,2022-04-19,81.76
SAL08509,INV03012,64,2023-02-19,444.35
SAL08510,INV04915,79,2023-11-08,452.78
SAL08511,INV07503,34,2024-12-24,113.26
SAL08512,INV01772,27,2021-07-23,300.55
SAL08513,INV06679,30,2022-10-09,266.07
SAL08514,INV04244,56,2023-09-20,356.32
SAL08515,INV08213,66,2025-11-11,226.28
SAL08516,INV01244,8,2024-05-07,200.65
SAL08517,INV05312,36,2023-12-25,219.86
SAL08518,INV05718,39,2021-06-30,364.26
SAL08519,INV09240,43,2022-01-17,185.23
SAL08520,INV14676,14,2022-02-12,255.34
SAL08521,INV09305,14,2023-10-23,100.41
SAL08522,INV09123,44,2023-07-27,445.24
SAL08523,INV02331,86,2024-02-23,217.36
SAL08524,INV12515,2,2024-12-30,54.75
SAL08525,INV10274,85,2021-02-14,214.68
SAL08526,INV00529,62,2021-03-23,297.47
SAL08527,INV06359,95,2022-05-22,39.3
SAL08528,INV04286,79,2023-12-21,493.16
SAL08529,INV02291,56,2022-09-17,421.87
SAL08530,INV01821,30,2022-11-15,482.94
SAL08531,INV00319,58,2023-10-01,400.05
SAL08532,INV01335,74,2023-03-17,489.34
SAL08533,INV10803,22,2025-03-05,413.15
SAL08534,INV05773,47,2021-11-18,382.17
SAL08535,INV11455,76,2021-02-07,70.46
SAL08536,INV05623,55,2022-12-12,430.92
SAL08537,INV07050,4,2024-11-02,171.81
SAL08538,INV05312,6,2022-12-22,415.0
SAL08539,INV10871,48,2022-12-29,189.57
SAL08540,INV13036,74,2024-07-04,493.79
SAL08541,INV05383,79,2022-09-12,266.05
SAL08542,INV13949,71,2022-04-29,326.2
SAL08543,INV11190,83,2023-10-24,442.53
SAL08544,INV13506,34,2022-07-19,272.78
SAL08545,INV10027,12,2025-07-21,284.92
SAL08546,INV03426,35,2021-05-07,202.95
SAL08547,INV05410,40,2024-07-05,358.86
SAL08548,INV03108,9,2022-06-12,366.18
SAL08549,INV02536,15,2025-12-05,29.24
SAL08550,INV04380,86,2023-03-04,100.67
SAL08551,INV13397,13,2025-12-29,108.02
SAL08552,INV07867,29,2025-07-27,365.09
SAL08553,INV09858,70,2021-03-02,189.23
SAL08554,INV07310,46,2024-02-11,233.04
SAL08555,INV00015,89,2022-07-28,13.12
SAL08556,INV08762,49,2022-04-07,35.1
SAL08557,INV05311,65,2021-11-07,182.26
SAL08558,INV02336,49,2022-12-01,239.68
SAL08559,INV06286,64,2023-03-16,37.37
SAL08560,INV12883,37,2024-09-07,236.29
SAL08561,INV13512,53,2021-10-09,233.23
SAL08562,INV10171,64,2021-06-29,101.76
SAL08563,INV11417,91,2025-02-03,253.09
SAL08564,INV13672,98,2023-02-22,255.58
SAL08565,INV05861,28,2023-12-03,110.62
SAL08566,INV10050,56,2024-10-20,363.25
SAL08567,INV14589,1,2024-06-08,10.4
SAL08568,INV00399,74,2025-11-23,206.17
SAL08569,INV11385,14,2024-07-05,141.15
SAL08570,INV08650,12,2024-11-06,477.78
SAL08571,INV12304,28,2022-04-11,369.5
SAL08572,INV09336,76,2023-05-05,322.77
SAL08573,INV07090,50,2022-05-08,32.09
SAL08574,INV04903,94,2024-03-19,98.06
SAL08575,INV12802,58,2021-11-09,244.61
SAL08576,INV11613,75,2023-05-24,437.08
SAL08577,INV09814,76,2022-10-02,474.29
SAL08578,INV04753,64,2024-05-24,277.32
SAL08579,INV06642,16,2022-11-06,318.66
SAL08580,INV08872,43,2023-07-09,423.46
SAL08581,INV05739,76,2024-01-16,45.1
SAL08582,INV00876,32,2021-09-27,452.08
SAL08583,INV04603,11,2022-02-28,304.29
SAL08584,INV13714,31,2024-08-29,326.5
SAL08585,INV05315,62,2021-10-11,107.83
SAL08586,INV12978,27,2024-04-04,248.24
SAL08587,INV12617,17,2024-01-14,119.41
SAL08588,INV11900,19,2024-11-01,114.16
SAL08589,INV09080,34,2025-06-27,441.72
SAL08590,INV05126,15,2022-02-19,91.76
SAL08591,INV12916,80,2025-11-02,407.54
SAL08592,INV03047,24,2021-10-10,445.1
SAL08593,INV13769,43,2022-09-25,441.37
SAL08594,INV05070,56,2024-11-11,493.32
SAL08595,INV01886,88,2024-12-15,43.48
SAL08596,INV13679,59,2023-12-09,191.54
SAL08597,INV11177,14,2021-10-04,267.9
SAL08598,INV01766,23,2023-05-31,444.8
SAL08599,INV08767,8,2025-04-27,203.08
SAL08600,INV05070,89,2021-10-25,16.86
SAL08601,INV03124,27,2024-09-05,460.68
SAL08602,INV06467,92,2024-03-02,492.63
SAL08603,INV12698,83,2021-11-20,243.16
SAL08604,INV13272,8,2022-10-13,461.6
SAL08605,INV12414,79,2021-05-19,341.51
SAL08606,INV08001,30,2024-02-16,249.69
SAL08607,INV03822,25,2023-12-28,171.08
SAL08608,INV03781,27,2025-01-13,228.08
SAL08609,INV10998,8,2021-08-31,26.91
SAL08610,INV06455,73,2022-01-13,495.01
SAL08611,INV02660,27,2022-10-13,358.34
SAL08612,INV02057,29,2025-09-16,497.04
SAL08613,INV09741,39,2025-12-07,276.57
SAL08614,INV09401,34,2021-10-26,329.5
SAL08615,INV12469,80,2025-01-29,33.21
SAL08616,INV08120,50,2021-03-02,464.75
SAL08617,INV07096,60,2025-04-17,471.64
SAL08618,INV04140,65,2022-10-15,247.56
SAL08619,INV08704,75,2025-12-08,344.66
SAL08620,INV12472,78,2023-04-28,481.51
SAL08621,INV05801,91,2023-04-23,335.34
SAL08622,INV03369,92,2022-09-14,107.03
SAL08623,INV05773,86,2023-06-27,493.73
SAL08624,INV06152,59,2025-03-08,368.68
SAL08625,INV10373,9,2025-08-10,265.85
SAL08626,INV14039,1,2024-07-28,95.96
SAL08627,INV09802,70,2025-02-21,91.02
SAL08628,INV05588,62,2022-07-15,143.25
SAL08629,INV05683,94,2021-11-08,300.36
SAL08630,INV11629,27,2025-05-15,186.62
SAL08631,INV11576,81,2022-01-20,44.74
SAL08632,INV13502,92,2021-08-07,102.83
SAL08633,INV05641,74,2021-09-27,345.75
SAL08634,INV10649,40,2022-01-14,130.51
SAL08635,INV01797,43,2021-02-23,497.88
SAL08636,INV09776,84,2025-04-11,252.84
SAL08637,INV10852,14,2024-06-07,45.72
SAL08638,INV02182,98,2024-06-17,183.46
SAL08639,INV11548,51,2022-07-01,346.49
SAL08640,INV02400,60,2024-05-25,203.64
SAL08641,INV00664,83,2024-03-07,429.45
SAL08642,INV08918,61,2024-06-08,28.28
SAL08643,INV02640,87,2022-04-18,155.35
SAL08644,INV07040,11,2024-05-06,498.38
SAL08645,INV01478,79,2022-04-21,412.62
SAL08646,INV11579,97,2022-04-18,46.04
SAL08647,INV11318,83,2024-11-08,106.7
SAL08648,INV09177,90,2021-02-23,19.4
SAL08649,INV08231,81,2023-01-06,229.48
SAL08650,INV03270,58,2021-06-12,11.64
SAL08651,INV05225,9,2024-11-10,170.87
SAL08652,INV07748,98,2025-05-17,459.11
SAL08653,INV04661,78,2023-09-04,393.53
SAL08654,INV08877,21,2021-10-02,135.42
SAL08655,INV08431,40,2023-10-26,356.26
SAL08656,INV10455,76,2025-09-29,314.91
SAL08657,INV03216,12,2024-05-23,374.33
SAL08658,INV12558,78,2023-08-19,183.57
SAL08659,INV03505,53,2024-12-29,413.08
SAL08660,INV03090,13,2024-08-23,31.6
SAL08661,INV14526,58,2023-02-05,77.57
SAL08662,INV11561,64,2022-01-12,163.31
SAL08663,INV13333,85,2025-10-12,145.23
SAL08664,INV13178,80,2023-03-05,142.57
SAL08665,INV02530,2,2023-10-04,193.38
SAL08666,INV02274,22,2023-08-29,58.03
SAL08667,INV01475,73,2021-10-09,308.7
SAL08668,INV02564,92,2021-12-02,255.05
SAL08669,INV06139,40,2022-01-31,68.37
SAL08670,INV08750,49,2022-04-09,334.59
SAL08671,INV04597,26,2021-03-08,302.11
SAL08672,INV09683,52,2023-04-17,473.52
SAL08673,INV01536,5,2025-04-15,499.18
SAL08674,INV03849,35,2021-01-31,76.02
SAL08675,INV10091,38,2022-07-07,96.68
SAL08676,INV01551,56,2023-04-26,133.77
SAL08677,INV11649,8,2022-04-01,26.23
SAL08678,INV09796,90,2025-03-01,154.28
SAL08679,INV06354,49,2024-10-06,140.12
SAL08680,INV11308,22,2022-02-20,427.52
SAL08681,INV05988,83,2025-04-01,166.94
SAL08682,INV04918,88,2022-02-23,229.67
SAL08683,INV03169,3,2021-05-16,497.87
SAL08684,INV07038,78,2021-12-29,139.11
SAL08685,INV01085,64,2023-06-19,446.34
SAL08686,INV12980,32,2025-11-11,118.83
SAL08687,INV11743,7,2024-06-17,101.85
SAL08688,INV03307,71,2023-10-01,353.27
SAL08689,INV12972,79,2024-11-09,131.3
SAL08690,INV05192,8,2022-10-28,497.73
SAL08691,INV08615,1,2025-11-11,34.36
SAL08692,INV06838,81,2023-07-27,437.53
SAL08693,INV14695,79,2025-12-23,408.2
SAL08694,INV01181,99,2022-05-21,266.48
SAL08695,INV07638,13,2023-05-26,201.74
SAL08696,INV04306,66,2023-04-10,147.28
SAL08697,INV05463,48,2025-05-09,137.88
SAL08698,INV05230,27,2021-03-27,486.2
SAL08699,INV05237,56,2024-05-30,288.77
SAL08700,INV06396,26,2025-02-14,339.27
SAL08701,INV00922,9,2025-08-16,344.95
SAL08702,INV12583,90,2023-02-19,364.01
SAL08703,INV00287,14,2025-01-14,399.25
SAL08704,INV09770,21,2022-10-03,297.17
SAL08705,INV13519,3,2023-03-19,414.08
SAL08706,INV10021,30,2024-06-06,230.0
SAL08707,INV11529,76,2025-03-01,54.61
SAL08708,INV02815,90,2024-03-17,363.21
SAL08709,INV10828,62,2024-05-01,297.04
SAL08710,INV12844,27,2024-01-04,111.59
SAL08711,INV04354,63,2023-12-12,381.1
SAL08712,INV05309,87,2024-08-06,438.52
SAL08713,INV06915,78,2025-11-29,144.12
SAL08714,INV13992,45,2024-12-13,386.8
SAL08715,INV11412,16,2025-05-31,244.1
SAL08716,INV02337,13,2021-03-20,208.1
SAL08717,INV04867,26,2023-12-03,387.95
SAL08718,INV08439,65,2021-08-12,377.67
SAL08719,INV09554,56,2023-07-14,270.56
SAL08720,INV07597,5,2023-07-25,145.78
SAL08721,INV08291,44,2025-08-21,29.22
SAL08722,INV12885,52,2025-12-03,263.33
SAL08723,INV08669,35,2021-03-28,486.72
SAL08724,INV06947,84,2025-12-03,142.79
SAL08725,INV03479,40,2022-05-19,413.67
SAL08726,INV12707,18,2023-11-29,147.18
SAL08727,INV02387,22,2024-01-07,179.0
SAL08728,INV06110,43,2023-03-22,355.26
SAL08729,INV02210,34,2025-02-14,450.81
SAL08730,INV14504,87,2021-03-22,383.39
SAL08731,INV07211,31,2024-02-17,216.99
SAL08732,INV08159,88,2023-03-05,118.72
SAL08733,INV12698,98,2023-11-24,117.43
SAL08734,INV05344,83,2025-04-17,142.76
SAL08735,INV05994,53,2024-07-15,21.21
SAL08736,INV00855,96,2021-04-11,472.13
SAL08737,INV14735,59,2022-01-24,151.36
SAL08738,INV02577,91,2022-08-20,244.67
SAL08739,INV11136,54,2023-06-20,323.3
SAL08740,INV06647,39,2023-03-27,454.51
SAL08741,INV08146,22,2025-12-17,86.98
SAL08742,INV09879,24,2022-09-16,134.78
SAL08743,INV06590,10,2025-05-04,371.81
SAL08744,INV08131,15,2025-08-22,189.88
SAL08745,INV07501,29,2022-08-09,206.88
SAL08746,INV10894,51,2023-08-03,110.37
SAL08747,INV11150,33,2021-12-07,53.22
SAL08748,INV02166,98,2023-05-16,244.96
SAL08749,INV06956,91,2022-08-26,443.26
SAL08750,INV04152,30,2024-06-09,33.3
SAL08751,INV04848,3,2021-04-22,210.76
SAL08752,INV00021,23,2024-11-14,31.36
SAL08753,INV04391,59,2023-11-25,381.03
SAL08754,INV11643,99,2021-10-19,231.22
SAL08755,INV07740,52,2023-08-08,50.92
SAL08756,INV06348,83,2025-08-27,96.32
SAL08757,INV03180,73,2024-08-16,88.87
SAL08758,INV01751,21,2023-07-15,273.91
SAL08759,INV12373,40,2021-07-05,270.05
SAL08760,INV05756,16,2025-01-19,33.41
SAL08761,INV01306,48,2023-10-23,227.28
SAL08762,INV09111,30,2021-08-20,52.58
SAL08763,INV13156,56,2022-01-04,195.97
SAL08764,INV04714,32,2025-05-14,138.06
SAL08765,INV00085,60,2024-04-13,222.74
SAL08766,INV14487,10,2024-11-26,294.5
SAL08767,INV07194,42,2024-01-25,218.27
SAL08768,INV01164,16,2021-10-05,424.01
SAL08769,INV13573,74,2023-03-17,253.53
SAL08770,INV07807,74,2023-04-27,247.5
SAL08771,INV14901,65,2022-10-25,281.67
SAL08772,INV00009,76,2023-07-13,489.6
SAL08773,INV08906,9,2021-02-21,429.18
SAL08774,INV10511,98,2022-01-02,93.36
SAL08775,INV06059,96,2023-07-19,143.7
SAL08776,INV00318,88,2024-04-23,220.24
SAL08777,INV14607,25,2024-12-30,227.03
SAL08778,INV14216,66,2022-02-18,77.03
SAL08779,INV02102,23,2025-12-13,365.82
SAL08780,INV12933,70,2023-07-21,159.51
SAL08781,INV04753,56,2021-07-04,151.12
SAL08782,INV04296,49,2022-05-28,438.34
SAL08783,INV13358,13,2022-10-26,197.51
SAL08784,INV13862,61,2024-11-17,313.09
SAL08785,INV09304,91,2024-08-21,24.75
SAL08786,INV02438,56,2024-12-28,335.32
SAL08787,INV13287,61,2025-06-20,313.63
SAL08788,INV04970,14,2021-12-02,227.95
SAL08789,INV13158,12,2025-01-11,167.84
SAL08790,INV06042,96,2025-02-10,237.72
SAL08791,INV07174,35,2021-09-11,385.39
SAL08792,INV13074,1,2021-07-06,244.52
SAL08793,INV00210,62,2021-08-22,51.24
SAL08794,INV01462,17,2024-12-17,258.56
SAL08795,INV12579,63,2023-07-10,39.16
SAL08796,INV06072,31,2024-07-22,289.43
SAL08797,INV14146,75,2023-01-14,252.94
SAL08798,INV02267,49,2021-06-24,25.98
SAL08799,INV09831,79,2023-12-09,392.29
SAL08800,INV09529,29,2024-12-19,380.74
SAL08801,INV12460,94,2023-02-26,74.67
SAL08802,INV01755,7,2025-01-28,355.46
SAL08803,INV02149,89,2025-06-09,98.49
SAL08804,INV02765,16,2023-11-14,443.57
SAL08805,INV04612,71,2024-06-07,75.24
SAL08806,INV07411,79,2021-11-24,436.28
SAL08807,INV00669,40,2023-02-15,350.98
SAL08808,INV13731,52,2024-02-02,445.62
SAL08809,INV03724,91,2023-02-19,199.13
SAL08810,INV12143,75,2021-03-31,322.2
SAL08811,INV10701,14,2025-04-23,47.31
SAL08812,INV02389,47,2021-12-16,180.2
SAL08813,INV03506,37,2022-11-18,240.22
SAL08814,INV08684,89,2024-03-04,190.24
SAL08815,INV02730,9,2025-11-20,428.65
SAL08816,INV04070,28,2024-09-12,346.91
SAL08817,INV09281,10,2025-11-02,108.79
SAL08818,INV00511,33,2021-11-04,97.37
SAL08819,INV07434,70,2021-11-29,56.14
SAL08820,INV10050,30,2025-11-15,287.13
SAL08821,INV14547,6,2021-10-24,179.67
SAL08822,INV09358,6,2022-01-02,38.89
SAL08823,INV11388,63,2025-04-25,360.39
SAL08824,INV14382,61,2024-12-29,67.13
SAL08825,INV04450,10,2021-04-16,442.95
SAL08826,INV14746,45,2023-05-10,351.65
SAL08827,INV05684,27,2022-09-23,212.93
SAL08828,INV03804,74,2022-09-26,320.46
SAL08829,INV01926,46,2025-02-04,45.21
SAL08830,INV08769,42,2025-04-24,433.32
SAL08831,INV06227,40,2023-07-03,158.73
SAL08832,INV07024,40,2022-08-15,43.8
SAL08833,INV07796,99,2024-07-06,361.28
SAL08834,INV06441,36,2022-01-06,146.15
SAL08835,INV05740,70,2021-08-29,132.47
SAL08836,INV04831,94,2021-09-27,462.05
SAL08837,INV01117,15,2022-02-20,362.3
SAL08838,INV04405,88,2021-01-08,462.22
SAL08839,INV01709,30,2024-06-29,240.82
SAL08840,INV08574,84,2025-04-17,255.01
SAL08841,INV08835,65,2022-06-03,249.78
SAL08842,INV07505,90,2021-01-26,391.33
SAL08843,INV12611,57,2023-07-29,42.7
SAL08844,INV11582,72,2023-10-17,116.89
SAL08845,INV09146,90,2025-10-18,136.12
SAL08846,INV10203,59,2023-10-19,121.17
SAL08847,INV07048,50,2024-01-19,335.46
SAL08848,INV03919,8,2025-07-12,360.78
SAL08849,INV12188,35,2021-01-12,27.17
SAL08850,INV12213,58,2024-05-30,292.94
SAL08851,INV04885,85,2025-12-13,56.19
SAL08852,INV02828,77,2023-10-08,372.92
SAL08853,INV03203,26,2022-05-03,110.62
SAL08854,INV05471,9,2022-03-21,353.83
SAL08855,INV05586,5,2024-04-20,72.11
SAL08856,INV11235,19,2024-09-12,262.95
SAL08857,INV09095,72,2023-09-02,377.16
SAL08858,INV02859,16,2023-07-19,93.97
SAL08859,INV04104,22,2023-04-20,492.4
SAL08860,INV09855,6,2023-06-24,403.21
SAL08861,INV05642,87,2021-06-12,191.77
SAL08862,INV01258,40,2024-05-16,428.98
SAL08863,INV07265,29,2024-05-14,334.78
SAL08864,INV07090,87,2021-01-14,248.54
SAL08865,INV01539,38,2022-05-17,15.52
SAL08866,INV05104,72,2025-12-12,260.53
SAL08867,INV09819,94,2024-01-26,454.33
SAL08868,INV01145,24,2022-07-24,395.07
SAL08869,INV00589,11,2024-06-23,499.3
SAL08870,INV09759,70,2024-07-11,465.37
SAL08871,INV08317,9,2024-02-16,307.21
SAL08872,INV10655,87,2025-08-07,387.07
SAL08873,INV00946,52,2025-08-18,491.96
SAL08874,INV08349,41,2022-03-02,280.63
SAL08875,INV03728,88,2021-04-11,31.16
SAL08876,INV04351,44,2022-01-14,285.21
SAL08877,INV11385,34,2021-10-31,42.61
SAL08878,INV10081,88,2021-04-23,317.58
SAL08879,INV05561,99,2024-08-30,227.58
SAL08880,INV08382,14,2022-12-16,105.06
SAL08881,INV01965,19,2021-03-17,371.51
SAL08882,INV06331,19,2021-10-25,272.76
SAL08883,INV04889,35,2025-10-15,321.77
SAL08884,INV05732,4,2021-03-08,31.56
SAL08885,INV01907,83,2024-09-28,431.4
SAL08886,INV07488,22,2024-03-29,441.17
SAL08887,INV07272,59,2025-09-13,307.41
SAL08888,INV13991,7,2024-05-20,495.25
SAL08889,INV07342,67,2022-09-04,291.86
SAL08890,INV11873,42,2022-11-10,428.33
SAL08891,INV03532,51,2021-06-29,58.51
SAL08892,INV10846,2,2021-04-11,293.24
SAL08893,INV10082,72,2021-08-12,28.43
SAL08894,INV00884,8,2023-05-04,10.62
SAL08895,INV01942,8,2022-01-01,485.4
SAL08896,INV11866,66,2021-11-27,339.77
SAL08897,INV11493,54,2024-10-08,356.76
SAL08898,INV01699,72,2022-08-06,312.34
SAL08899,INV09475,18,2024-06-05,297.22
SAL08900,INV02712,2,2024-09-15,434.16
SAL08901,INV02286,33,2024-11-17,54.18
SAL08902,INV02939,25,2024-12-04,24.31
SAL08903,INV13236,31,2024-05-03,111.52
SAL08904,INV02902,10,2024-03-18,64.2
SAL08905,INV10238,64,2025-06-01,133.24
SAL08906,INV01165,99,2024-02-26,97.5
SAL08907,INV14195,61,2021-12-30,190.56
SAL08908,INV10839,50,2023-07-22,372.51
SAL08909,INV08806,93,2025-03-15,248.89
SAL08910,INV03531,83,2024-03-31,140.38
SAL08911,INV04683,11,2023-01-08,383.05
SAL08912,INV13408,30,2021-03-15,144.97
SAL08913,INV13171,76,2021-07-10,27.23
SAL08914,INV13920,17,2025-04-23,215.8
SAL08915,INV04543,31,2022-09-05,41.58
SAL08916,INV09968,67,2022-10-24,163.5
SAL08917,INV14923,37,2023-01-25,200.03
SAL08918,INV06241,29,2023-02-16,132.19
SAL08919,INV00008,29,2025-08-07,382.85
SAL08920,INV10735,21,2021-05-19,222.24
SAL08921,INV10482,51,2025-04-03,485.09
SAL08922,INV04641,91,2023-05-26,246.96
SAL08923,INV02446,47,2025-09-24,51.56
SAL08924,INV04929,77,2024-02-02,344.63
SAL08925,INV07195,41,2021-05-13,487.76
SAL08926,INV05176,84,2022-08-23,294.47
SAL08927,INV02690,40,2023-08-23,46.93
SAL08928,INV05815,10,2021-10-03,69.94
SAL08929,INV06374,43,2021-09-07,220.97
SAL08930,INV05805,99,2024-11-23,316.18
SAL08931,INV14936,93,2025-10-27,139.3
SAL08932,INV12827,93,2022-07-17,203.45
SAL08933,INV06052,52,2022-11-06,380.58
SAL08934,INV09520,33,2023-12-16,204.61
SAL08935,INV03429,17,2023-04-28,142.61
SAL08936,INV03801,23,2023-12-11,339.0
SAL08937,INV01859,20,2022-03-06,30.65
SAL08938,INV14677,40,2024-11-26,369.62
SAL08939,INV08569,5,2022-03-05,144.06
SAL08940,INV14014,30,2024-06-07,313.82
SAL08941,INV00568,56,2021-04-30,62.87
SAL08942,INV04692,88,2021-08-12,175.0
SAL08943,INV05829,91,2024-03-16,351.58
SAL08944,INV04968,81,2025-02-03,407.22
SAL08945,INV05101,96,2024-07-12,266.34
SAL08946,INV06381,63,2023-12-20,498.63
SAL08947,INV08310,77,2021-06-29,138.56
SAL08948,INV10510,90,2023-09-18,432.41
SAL08949,INV01128,84,2025-01-22,205.64
SAL08950,INV12854,2,2024-11-11,71.35
SAL08951,INV01393,35,2024-05-23,383.77
SAL08952,INV10177,96,2025-06-03,465.21
SAL08953,INV07379,4,2024-12-18,354.45
SAL08954,INV13769,22,2022-08-12,375.07
SAL08955,INV13580,95,2023-05-25,377.52
SAL08956,INV12466,29,2024-05-31,417.31
SAL08957,INV09537,89,2025-10-03,13.79
SAL08958,INV00207,35,2022-10-11,157.51
SAL08959,INV00638,32,2022-06-16,30.64
SAL08960,INV14013,81,2023-12-13,113.13
SAL08961,INV10138,85,2024-03-23,52.92
SAL08962,INV01338,46,2024-06-30,484.42
SAL08963,INV10018,50,2022-12-26,256.81
SAL08964,INV07359,76,2021-09-23,453.36
SAL08965,INV02586,12,2024-06-12,438.05
SAL08966,INV07171,18,2024-02-27,150.08
SAL08967,INV13301,74,2023-10-14,146.61
SAL08968,INV13191,42,2023-12-01,25.81
SAL08969,INV04579,61,2025-02-02,259.81
SAL08970,INV13917,53,2024-07-18,168.94
SAL08971,INV00614,92,2023-10-17,298.75
SAL08972,INV03790,55,2023-10-06,81.29
SAL08973,INV14537,47,2025-07-13,491.32
SAL08974,INV10983,60,2022-01-04,290.19
SAL08975,INV01572,6,2025-12-15,75.39
SAL08976,INV08862,10,2024-06-02,72.44
SAL08977,INV04891,86,2022-04-22,445.06
SAL08978,INV00786,3,2024-12-22,480.9
SAL08979,INV04823,41,2022-08-18,207.18
SAL08980,INV12116,27,2022-02-01,267.49
SAL08981,INV04076,91,2021-01-04,402.78
SAL08982,INV10380,69,2021-08-31,370.07
SAL08983,INV12076,98,2021-02-19,492.89
SAL08984,INV05121,84,2023-08-11,404.32
SAL08985,INV09045,59,2024-07-04,419.32
SAL08986,INV07394,7,2025-06-20,138.8
SAL08987,INV03238,31,2021-08-30,282.87
SAL08988,INV05394,78,2025-02-19,315.82
SAL08989,INV06882,98,2025-10-03,175.06
SAL08990,INV12480,51,2022-03-01,35.66
SAL08991,INV10610,74,2025-06-26,363.94
SAL08992,INV08656,1,2024-06-14,328.12
SAL08993,INV09996,34,2023-04-30,335.86
SAL08994,INV09855,51,2023-04-28,220.55
SAL08995,INV07429,31,2021-04-04,22.42
SAL08996,INV14381,87,2022-11-15,489.43
SAL08997,INV13152,8,2022-12-18,437.69
SAL08998,INV05332,81,2024-02-22,460.07
SAL08999,INV07994,99,2025-07-09,83.17
SAL09000,INV06533,2,2024-07-29,432.88
SAL09001,INV13882,81,2022-03-11,259.55
SAL09002,INV00023,23,2021-01-24,123.49
SAL09003,INV05518,44,2024-08-04,165.42
SAL09004,INV09761,22,2022-02-17,459.5
SAL09005,INV05765,89,2024-11-14,257.31
SAL09006,INV04052,86,2022-07-31,452.79
SAL09007,INV07415,92,2022-06-06,462.0
SAL09008,INV00977,56,2025-06-07,90.67
SAL09009,INV12914,15,2021-05-19,350.7
SAL09010,INV01658,54,2022-09-23,419.55
SAL09011,INV01336,76,2022-09-07,376.08
SAL09012,INV01884,21,2023-11-04,455.92
SAL09013,INV01488,32,2024-02-01,488.87
SAL09014,INV09535,16,2022-10-26,492.2
SAL09015,INV09863,66,2025-04-20,196.16
SAL09016,INV14117,53,2021-01-13,299.72
SAL09017,INV03082,37,2021-08-22,471.89
SAL09018,INV12658,56,2024-11-05,187.07
SAL09019,INV14417,57,2022-11-14,390.82
SAL09020,INV11702,24,2022-12-01,260.8
SAL09021,INV03297,80,2023-03-23,417.24
SAL09022,INV01946,78,2025-01-23,364.39
SAL09023,INV04839,79,2024-03-11,431.34
SAL09024,INV06425,63,2024-06-15,56.38
SAL09025,INV00960,94,2021-03-01,268.79
SAL09026,INV05236,52,2025-09-01,115.84
SAL09027,INV05625,31,2021-12-26,323.65
SAL09028,INV04427,39,2022-02-02,336.03
SAL09029,INV10552,87,2022-11-08,99.7
SAL09030,INV10816,17,2025-09-04,440.62
SAL09031,INV12353,73,2022-11-24,105.47
SAL09032,INV13962,23,2024-10-09,417.2
SAL09033,INV10484,43,2023-09-09,182.06
SAL09034,INV01082,73,2023-08-30,487.54
SAL09035,INV04000,85,2025-06-21,317.61
SAL09036,INV12263,60,2021-03-14,368.63
SAL09037,INV13263,96,2024-08-15,10.68
SAL09038,INV10874,95,2021-10-06,39.35
SAL09039,INV00641,85,2023-09-14,162.52
SAL09040,INV03340,38,2021-11-15,98.09
SAL09041,INV04301,85,2024-07-08,73.62
SAL09042,INV02530,64,2023-08-02,359.48
SAL09043,INV11837,94,2025-11-07,211.34
SAL09044,INV10414,41,2024-01-05,138.13
SAL09045,INV13057,20,2022-11-18,347.56
SAL09046,INV06042,17,2023-08-06,307.77
SAL09047,INV06262,2,2025-05-25,116.66
SAL09048,INV06312,45,2025-07-26,446.63
SAL09049,INV06816,16,2023-04-28,221.31
SAL09050,INV08361,68,2025-03-01,193.39
SAL09051,INV04583,3,2021-04-25,226.85
SAL09052,INV01230,43,2025-09-07,489.26
SAL09053,INV02871,66,2023-12-04,163.23
SAL09054,INV04627,18,2022-09-06,37.29
SAL09055,INV13190,34,2024-03-03,36.35
SAL09056,INV08406,80,2025-01-24,418.28
SAL09057,INV01239,91,2024-10-20,308.07
SAL09058,INV07790,64,2022-10-09,219.39
SAL09059,INV10254,92,2024-02-12,85.89
SAL09060,INV04047,75,2024-01-03,28.83
SAL09061,INV13710,2,2021-02-08,310.37
SAL09062,INV11234,34,2022-03-03,282.94
SAL09063,INV14659,91,2024-03-28,21.78
SAL09064,INV10091,21,2024-11-04,395.03
SAL09065,INV13212,41,2022-11-11,235.81
SAL09066,INV12992,60,2025-06-26,114.46
SAL09067,INV09316,59,2025-12-24,384.99
SAL09068,INV11975,23,2025-06-18,418.88
SAL09069,INV14985,69,2022-12-26,307.23
SAL09070,INV06764,33,2021-05-16,305.18
SAL09071,INV06321,14,2021-11-02,62.42
SAL09072,INV10006,3,2022-07-29,419.49
SAL09073,INV11894,97,2025-09-18,281.07
SAL09074,INV00684,79,2021-03-05,209.18
SAL09075,INV05346,88,2022-11-26,496.83
SAL09076,INV14138,21,2023-02-08,436.6
