InventoryID,SupplyID,QuantityAvailable,InventoryDate
INV08373,SUP05868,313,2023-10-25
INV08374,SUP06643,170,2023-06-09
INV08375,SUP10527,392,2025-05-04
INV08376,SUP12781,130,2024-11-30
INV08377,SUP18660,212,2021-09-25
INV08378,SUP02814,373,2025-04-10
INV08379,SUP11715,52,2021-10-04
INV08380,SUP16618,163,2023-09-12
INV08381,SUP03332,154,2024-02-20
INV08382,SUP13223,333,2022-02-10
INV08383,SUP02023,311,2023-09-27
INV08384,SUP02852,173,2023-03-21
INV08385,SUP10116,127,2024-08-28
INV08386,SUP07156,212,2024-03-16
INV08387,SUP14126,107,2022-02-06
INV08388,SUP18530,45,2024-02-24
INV08389,SUP05104,68,2024-06-15
INV08390,SUP11314,16,2025-02-15
INV08391,SUP19961,162,2023-12-10
INV08392,SUP19517,46,2022-05-20
INV08393,SUP09841,204,2022-05-12
INV08394,SUP10245,265,2021-05-27
INV08395,SUP00420,370,2022-06-30
INV08396,SUP19368,187,2025-05-10
INV08397,SUP12017,310,2023-05-31
INV08398,SUP19788,226,2022-10-25
INV08399,SUP18493,293,2024-11-03
INV08400,SUP03333,34,2024-03-25
INV08401,SUP16745,343,2021-07-03
INV08402,SUP15708,179,2021-08-19
INV08403,SUP16988,79,2024-10-07
INV08404,SUP12298,116,2023-04-28
INV08405,SUP12750,266,2023-05-18
INV08406,SUP19392,133,2023-01-19
INV08407,SUP00671,308,2022-12-15
INV08408,SUP07048,227,2022-01-26
INV08409,SUP02143,398,2022-10-19
INV08410,SUP05089,223,2022-12-07
INV08411,SUP10329,197,2024-05-01
INV08412,SUP14322,117,2024-09-04
INV08413,SUP00382,351,2021-02-19
INV08414,SUP13697,57,2025-04-26
INV08415,SUP00418,393,2022-09-17
INV08416,SUP17619,351,2021-12-13
INV08417,SUP16170,175,2022-12-18
INV08418,SUP13248,333,2024-06-16
INV08419,SUP11045,279,2025-08-10
INV08420,SUP07382,235,2025-07-03
INV08421,SUP04657,317,2023-06-25
INV08422,SUP05080,399,2024-06-30
INV08423,SUP14481,271,2021-10-26
INV08424,SUP08603,43,2023-06-22
INV08425,SUP14138,204,2021-04-02
INV08426,SUP14236,166,2025-08-03
INV08427,SUP17024,174,2022-04-24
INV08428,SUP05523,30,2022-02-13
INV08429,SUP05592,41,2024-11-04
INV08430,SUP14332,23,2023-02-05
INV08431,SUP17542,97,2021-11-16
INV08432,SUP13777,145,2025-04-01
INV08433,SUP03132,306,2025-01-31
INV08434,SUP08013,282,2025-10-13
INV08435,SUP03054,300,2021-06-25
INV08436,SUP02319,271,2021-08-19
INV08437,SUP15111,331,2025-02-23
INV08438,SUP03476,163,2021-04-22
INV08439,SUP13502,366,2022-05-13
INV08440,SUP09145,147,2024-06-25
INV08441,SUP19407,251,2021-10-30
INV08442,SUP11856,340,2025-11-15
INV08443,SUP17760,364,2025-09-01
INV08444,SUP17655,361,2025-08-07
INV08445,SUP15014,393,2022-08-13
INV08446,SUP18506,122,2021-01-29
INV08447,SUP12226,209,2022-12-05
INV08448,SUP11156,256,2024-11-21
INV08449,SUP12630,11,2025-07-06
INV08450,SUP12053,96,2021-08-16
INV08451,SUP08365,69,2022-09-17
INV08452,SUP03169,92,2023-07-11
INV08453,SUP08659,153,2023-08-23
INV08454,SUP14789,281,2021-02-16
INV08455,SUP16668,258,2022-11-11
INV08456,SUP19271,60,2022-03-05
INV08457,SUP02984,312,2025-02-24
INV08458,SUP16931,31,2024-01-07
INV08459,SUP17600,38,2022-03-10
INV08460,SUP01377,34,2022-02-22
INV08461,SUP10029,188,2024-01-25
INV08462,SUP12795,258,2023-12-08
INV08463,SUP03884,16,2025-03-17
INV08464,SUP05738,314,2022-06-14
INV08465,SUP14796,368,2024-01-29
INV08466,SUP19974,46,2023-09-17
INV08467,SUP14749,206,2024-06-29
INV08468,SUP12402,374,2025-02-03
INV08469,SUP18480,350,2021-10-17
INV08470,SUP04984,143,2024-11-24
INV08471,SUP02452,324,2024-12-02
INV08472,SUP16602,372,2024-09-30
INV08473,SUP03829,306,2021-02-07
INV08474,SUP06049,134,2023-02-11
INV08475,SUP00747,305,2024-04-08
INV08476,SUP17082,211,2024-09-20
INV08477,SUP18840,288,2023-12-15
INV08478,SUP07687,116,2021-03-31
INV08479,SUP17783,219,2022-06-08
INV08480,SUP13104,255,2021-12-15
INV08481,SUP08433,359,2021-05-04
INV08482,SUP16278,54,2022-08-05
INV08483,SUP12481,153,2022-02-16
INV08484,SUP06441,258,2025-06-05
INV08485,SUP15178,32,2024-11-27
INV08486,SUP00496,19,2024-06-19
INV08487,SUP01811,222,2022-07-10
INV08488,SUP10396,72,2021-04-19
INV08489,SUP04931,313,2023-08-11
INV08490,SUP14069,66,2024-09-02
INV08491,SUP04344,43,2021-01-18
INV08492,SUP02947,341,2021-05-17
INV08493,SUP16342,391,2023-03-07
INV08494,SUP11293,281,2024-09-14
INV08495,SUP02198,194,2022-07-10
INV08496,SUP04787,296,2024-09-19
INV08497,SUP07464,92,2025-10-12
INV08498,SUP15491,106,2024-09-13
INV08499,SUP12822,361,2023-01-08
INV08500,SUP11529,394,2025-11-06
INV08501,SUP01184,370,2021-08-09
INV08502,SUP09612,253,2021-02-09
INV08503,SUP12291,307,2022-08-23
INV08504,SUP07915,162,2025-11-12
INV08505,SUP17929,335,2025-12-15
INV08506,SUP02207,383,2024-08-22
INV08507,SUP08880,237,2023-03-03
INV08508,SUP13028,340,2022-04-19
INV08509,SUP06969,274,2023-02-19
INV08510,SUP15200,41,2023-11-08
INV08511,SUP05910,70,2024-12-24
INV08512,SUP06750,93,2021-07-23
INV08513,SUP05588,301,2022-10-09
INV08514,SUP00009,226,2023-09-20
INV08515,SUP14781,257,2025-11-11
INV08516,SUP03872,48,2024-05-07
INV08517,SUP12887,13,2023-12-25
INV08518,SUP00061,242,2021-06-30
INV08519,SUP08668,352,2022-01-17
INV08520,SUP06960,304,2022-02-12
INV08521,SUP09186,379,2023-10-23
INV08522,SUP14834,216,2023-07-27
INV08523,SUP12257,195,2024-02-23
INV08524,SUP05638,153,2024-12-30
INV08525,SUP18171,361,2021-02-14
INV08526,SUP15476,109,2021-03-23
INV08527,SUP06012,204,2022-05-22
INV08528,SUP06739,266,2023-12-21
INV08529,SUP16866,151,2022-09-17
INV08530,SUP06878,158,2022-11-15
INV08531,SUP14624,353,2023-10-01
INV08532,SUP11802,304,2023-03-17
INV08533,SUP18087,280,2025-03-05
INV08534,SUP18021,90,2021-11-18
INV08535,SUP07312,278,2021-02-07
INV08536,SUP10383,49,2022-12-12
INV08537,SUP04463,150,2024-11-02
INV08538,SUP10380,202,2022-12-22
INV08539,SUP15051,309,2022-12-29
INV08540,SUP13736,135,2024-07-04
INV08541,SUP05179,197,2022-09-12
INV08542,SUP18648,344,2022-04-29
INV08543,SUP06342,370,2023-10-24
INV08544,SUP03719,364,2022-07-19
INV08545,SUP18914,106,2025-07-21
INV08546,SUP14976,170,2021-05-07
INV08547,SUP01077,165,2024-07-05
INV08548,SUP17820,21,2022-06-12
INV08549,SUP13909,285,2025-12-05
INV08550,SUP00780,348,2023-03-04
INV08551,SUP17581,392,2025-12-29
INV08552,SUP10049,204,2025-07-27
INV08553,SUP14933,384,2021-03-02
INV08554,SUP14549,273,2024-02-11
INV08555,SUP03878,142,2022-07-28
INV08556,SUP18092,227,2022-04-07
INV08557,SUP04272,69,2021-11-07
INV08558,SUP11440,116,2022-12-01
INV08559,SUP05384,370,2023-03-16
INV08560,SUP02817,57,2024-09-07
INV08561,SUP10586,99,2021-10-09
INV08562,SUP04447,354,2021-06-29
INV08563,SUP06590,40,2025-02-03
INV08564,SUP13816,327,2023-02-22
INV08565,SUP09825,25,2023-12-03
INV08566,SUP14384,136,2024-10-20
INV08567,SUP17949,390,2024-06-08
INV08568,SUP00005,231,2025-11-23
INV08569,SUP00783,151,2024-07-05
INV08570,SUP14812,246,2024-11-06
INV08571,SUP09598,268,2022-04-11
INV08572,SUP04182,291,2023-05-05
INV08573,SUP07113,246,2022-05-08
INV08574,SUP18555,24,2024-03-19
INV08575,SUP08775,99,2021-11-09
INV08576,SUP03749,216,2023-05-24
INV08577,SUP07522,258,2022-10-02
INV08578,SUP16241,337,2024-05-24
INV08579,SUP18980,124,2022-11-06
INV08580,SUP13270,151,2023-07-09
INV08581,SUP06763,300,2024-01-16
INV08582,SUP18239,360,2021-09-27
INV08583,SUP12609,108,2022-02-28
INV08584,SUP08600,320,2024-08-29
INV08585,SUP18241,243,2021-10-11
INV08586,SUP11763,378,2024-04-04
INV08587,SUP08304,157,2024-01-14
INV08588,SUP17295,379,2024-11-01
INV08589,SUP03189,127,2025-06-27
INV08590,SUP08402,264,2022-02-19
INV08591,SUP13919,309,2025-11-02
INV08592,SUP01685,24,2021-10-10
INV08593,SUP03404,186,2022-09-25
INV08594,SUP05523,318,2024-11-11
INV08595,SUP05893,367,2024-12-15
INV08596,SUP01743,183,2023-12-09
INV08597,SUP00759,258,2021-10-04
INV08598,SUP02878,64,2023-05-31
INV08599,SUP01486,236,2025-04-27
INV08600,SUP00241,13,2021-10-25
INV08601,SUP03637,24,2024-09-05
INV08602,SUP13510,60,2024-03-02
INV08603,SUP02865,286,2021-11-20
INV08604,SUP01592,57,2022-10-13
INV08605,SUP15665,244,2021-05-19
INV08606,SUP12670,394,2024-02-16
INV08607,SUP19906,41,2023-12-28
INV08608,SUP03913,43,2025-01-13
INV08609,SUP09516,328,2021-08-31
INV08610,SUP17670,307,2022-01-13
INV08611,SUP10184,184,2022-10-13
INV08612,SUP17371,389,2025-09-16
INV08613,SUP07162,103,2025-12-07
INV08614,SUP17790,89,2021-10-26
INV08615,SUP07450,140,2025-01-29
INV08616,SUP12554,345,2021-03-02
INV08617,SUP07535,28,2025-04-17
INV08618,SUP11381,270,2022-10-15
INV08619,SUP09890,226,2025-12-08
INV08620,SUP18612,83,2023-04-28
INV08621,SUP15135,222,2023-04-23
INV08622,SUP12682,315,2022-09-14
INV08623,SUP18520,74,2023-06-27
INV08624,SUP02503,124,2025-03-08
INV08625,SUP12266,61,2025-08-10
INV08626,SUP13422,285,2024-07-28
INV08627,SUP15453,224,2025-02-21
INV08628,SUP16135,258,2022-07-15
INV08629,SUP07037,301,2021-11-08
INV08630,SUP00429,269,2025-05-15
INV08631,SUP17147,76,2022-01-20
INV08632,SUP18773,58,2021-08-07
INV08633,SUP08565,332,2021-09-27
INV08634,SUP02561,242,2022-01-14
INV08635,SUP08253,70,2021-02-23
INV08636,SUP04919,290,2025-04-11
INV08637,SUP05052,25,2024-06-07
INV08638,SUP08517,335,2024-06-17
INV08639,SUP06045,274,2022-07-01
INV08640,SUP10298,122,2024-05-25
INV08641,SUP03901,275,2024-03-07
INV08642,SUP14789,375,2024-06-08
INV08643,SUP08773,96,2022-04-18
INV08644,SUP11759,131,2024-05-06
INV08645,SUP05857,195,2022-04-21
INV08646,SUP16375,365,2022-04-18
INV08647,SUP09378,31,2024-11-08
INV08648,SUP11009,164,2021-02-23
INV08649,SUP04030,248,2023-01-06
INV08650,SUP19999,68,2021-06-12
INV08651,SUP01640,239,2024-11-10
INV08652,SUP10923,365,2025-05-17
INV08653,SUP03254,359,2023-09-04
INV08654,SUP19891,120,2021-10-02
INV08655,SUP12972,284,2023-10-26
INV08656,SUP10579,121,2025-09-29
INV08657,SUP12661,123,2024-05-23
INV08658,SUP17955,136,2023-08-19
INV08659,SUP07101,73,2024-12-29
INV08660,SUP15904,317,2024-08-23
INV08661,SUP07000,281,2023-02-05
INV08662,SUP01278,133,2022-01-12
INV08663,SUP08301,22,2025-10-12
INV08664,SUP08273,39,2023-03-05
INV08665,SUP18438,86,2023-10-04
INV08666,SUP16079,107,2023-08-29
INV08667,SUP10674,188,2021-10-09
INV08668,SUP18915,351,2021-12-02
INV08669,SUP14980,207,2022-01-31
INV08670,SUP03928,360,2022-04-09
INV08671,SUP02882,49,2021-03-08
INV08672,SUP15142,388,2023-04-17
INV08673,SUP00402,29,2025-04-15
INV08674,SUP10451,316,2021-01-31
INV08675,SUP01185,33,2022-07-07
INV08676,SUP19798,279,2023-04-26
INV08677,SUP19152,176,2022-04-01
INV08678,SUP04320,158,2025-03-01
INV08679,SUP09220,119,2024-10-06
INV08680,SUP12438,332,2022-02-20
INV08681,SUP08489,393,2025-04-01
INV08682,SUP13189,168,2022-02-23
INV08683,SUP05108,355,2021-05-16
INV08684,SUP14691,86,2021-12-29
INV08685,SUP05423,382,2023-06-19
INV08686,SUP02496,374,2025-11-11
INV08687,SUP14425,92,2024-06-17
INV08688,SUP00687,244,2023-10-01
INV08689,SUP04479,162,2024-11-09
INV08690,SUP05761,268,2022-10-28
INV08691,SUP09923,43,2025-11-11
INV08692,SUP19648,92,2023-07-27
INV08693,SUP17861,161,2025-12-23
INV08694,SUP05482,304,2022-05-21
INV08695,SUP19061,73,2023-05-26
INV08696,SUP13670,358,2023-04-10
INV08697,SUP07660,248,2025-05-09
INV08698,SUP16116,51,2021-03-27
INV08699,SUP01537,378,2024-05-30
INV08700,SUP12238,99,2025-02-14
INV08701,SUP00175,64,2025-08-16
INV08702,SUP06269,306,2023-02-19
INV08703,SUP19921,140,2025-01-14
INV08704,SUP13339,51,2022-10-03
INV08705,SUP03478,308,2023-03-19
INV08706,SUP03469,181,2024-06-06
INV08707,SUP04677,133,2025-03-01
INV08708,SUP09258,276,2024-03-17
INV08709,SUP13151,190,2024-05-01
INV08710,SUP07397,336,2024-01-04
INV08711,SUP10349,123,2023-12-12
INV08712,SUP15738,264,2024-08-06
INV08713,SUP17861,58,2025-11-29
INV08714,SUP03471,149,2024-12-13
INV08715,SUP15404,138,2025-05-31
INV08716,SUP13585,15,2021-03-20
INV08717,SUP00171,33,2023-12-03
INV08718,SUP18516,230,2021-08-12
INV08719,SUP13862,90,2023-07-14
INV08720,SUP12724,80,2023-07-25
INV08721,SUP07965,256,2025-08-21
INV08722,SUP09653,203,2025-12-03
INV08723,SUP15177,257,2021-03-28
INV08724,SUP13819,48,2025-12-03
INV08725,SUP10633,235,2022-05-19
INV08726,SUP13449,138,2023-11-29
INV08727,SUP04941,192,2024-01-07
INV08728,SUP05211,262,2023-03-22
INV08729,SUP19171,263,2025-02-14
INV08730,SUP11811,15,2021-03-22
INV08731,SUP12868,247,2024-02-17
INV08732,SUP08681,65,2023-03-05
INV08733,SUP11418,264,2023-11-24
INV08734,SUP06233,207,2025-04-17
INV08735,SUP14047,327,2024-07-15
INV08736,SUP13459,202,2021-04-11
INV08737,SUP11277,111,2022-01-24
INV08738,SUP16337,259,2022-08-20
INV08739,SUP05590,20,2023-06-20
INV08740,SUP08919,15,2023-03-27
INV08741,SUP18318,226,2025-12-17
INV08742,SUP05250,317,2022-09-16
INV08743,SUP09095,278,2025-05-04
INV08744,SUP18231,345,2025-08-22
INV08745,SUP19133,32,2022-08-09
INV08746,SUP09299,284,2023-08-03
INV08747,SUP14726,267,2021-12-07
INV08748,SUP03217,197,2023-05-16
INV08749,SUP09202,359,2022-08-26
INV08750,SUP13596,165,2024-06-09
INV08751,SUP04367,250,2021-04-22
INV08752,SUP04012,93,2024-11-14
INV08753,SUP10650,172,2023-11-25
INV08754,SUP13680,390,2021-10-19
INV08755,SUP19630,169,2023-08-08
INV08756,SUP15908,197,2025-08-27
INV08757,SUP12947,398,2024-08-16
INV08758,SUP02170,356,2023-07-15
INV08759,SUP10270,194,2021-07-05
INV08760,SUP06396,122,2025-01-19
INV08761,SUP18539,343,2023-10-23
INV08762,SUP04383,23,2021-08-20
INV08763,SUP08910,231,2022-01-04
INV08764,SUP14419,314,2025-05-14
INV08765,SUP09048,20,2024-04-13
INV08766,SUP13884,237,2024-11-26
INV08767,SUP16038,115,2024-01-25
INV08768,SUP12032,317,2021-10-05
INV08769,SUP00356,372,2023-03-17
INV08770,SUP00194,55,2023-04-27
INV08771,SUP03023,388,2022-10-25
INV08772,SUP11206,326,2023-07-13
INV08773,SUP11958,258,2021-02-21
INV08774,SUP03841,45,2022-01-02
INV08775,SUP19541,168,2023-07-19
INV08776,SUP03349,367,2024-04-23
INV08777,SUP04446,107,2024-12-30
INV08778,SUP03421,336,2022-02-18
INV08779,SUP11641,218,2025-12-13
INV08780,SUP02296,265,2023-07-21
INV08781,SUP07630,399,2021-07-04
INV08782,SUP08218,141,2022-05-28
INV08783,SUP01814,107,2022-10-26
INV08784,SUP07807,271,2024-11-17
INV08785,SUP10905,253,2024-08-21
INV08786,SUP01922,269,2024-12-28
INV08787,SUP12971,92,2025-06-20
INV08788,SUP16704,128,2021-12-02
INV08789,SUP15056,265,2025-01-11
INV08790,SUP19682,331,2025-02-10
INV08791,SUP19531,358,2021-09-11
INV08792,SUP10985,179,2021-07-06
INV08793,SUP12999,146,2021-08-22
INV08794,SUP02359,312,2024-12-17
INV08795,SUP15121,135,2023-07-10
INV08796,SUP16908,132,2024-07-22
INV08797,SUP13750,219,2023-01-14
INV08798,SUP16342,203,2021-06-24
INV08799,SUP03181,10,2023-12-09
INV08800,SUP07034,17,2024-12-19
INV08801,SUP00920,308,2023-02-26
INV08802,SUP08436,368,2025-01-28
INV08803,SUP12243,313,2025-06-09
INV08804,SUP03069,13,2023-11-14
INV08805,SUP12792,321,2024-06-07
INV08806,SUP12950,275,2021-11-24
INV08807,SUP02741,160,2023-02-15
INV08808,SUP04103,313,2024-02-02
INV08809,SUP03643,367,2023-02-19
INV08810,SUP11498,68,2021-03-31
INV08811,SUP00553,190,2025-04-23
INV08812,SUP10348,174,2021-12-16
INV08813,SUP08900,229,2022-11-18
INV08814,SUP16101,321,2024-03-04
INV08815,SUP10580,18,2025-11-20
INV08816,SUP04204,305,2024-09-12
INV08817,SUP08627,232,2025-11-02
INV08818,SUP17326,396,2021-11-04
INV08819,SUP16043,335,2021-11-29
INV08820,SUP01818,380,2025-11-15
INV08821,SUP18657,257,2021-10-24
INV08822,SUP02519,126,2022-01-02
INV08823,SUP08280,32,2025-04-25
INV08824,SUP17033,270,2024-12-29
INV08825,SUP07566,99,2021-04-16
INV08826,SUP14914,102,2023-05-10
INV08827,SUP05283,172,2022-09-23
INV08828,SUP05070,97,2022-09-26
INV08829,SUP15428,193,2025-02-04
INV08830,SUP14755,223,2025-04-24
INV08831,SUP06524,38,2023-07-03
INV08832,SUP10338,210,2022-08-15
INV08833,SUP04514,183,2024-07-06
INV08834,SUP14060,260,2022-01-06
INV08835,SUP10606,128,2021-08-29
INV08836,SUP13301,363,2021-09-27
INV08837,SUP15997,86,2022-02-20
INV08838,SUP17068,139,2021-01-08
INV08839,SUP00321,135,2024-06-29
INV08840,SUP08708,154,2025-04-17
INV08841,SUP05192,14,2022-06-03
INV08842,SUP12441,333,2021-01-26
INV08843,SUP14077,144,2023-07-29
INV08844,SUP13390,214,2023-10-17
INV08845,SUP18627,126,2025-10-18
INV08846,SUP18085,379,2023-10-19
INV08847,SUP09371,59,2024-01-19
INV08848,SUP01072,368,2025-07-12
INV08849,SUP02823,264,2021-01-12
INV08850,SUP13661,295,2024-05-30
INV08851,SUP09227,193,2025-12-13
INV08852,SUP03328,76,2023-10-08
INV08853,SUP06545,78,2022-05-03
INV08854,SUP01150,127,2022-03-21
INV08855,SUP06858,164,2024-04-20
INV08856,SUP12979,301,2024-09-12
INV08857,SUP00174,247,2023-09-02
INV08858,SUP04870,13,2023-07-19
INV08859,SUP05380,139,2023-04-20
INV08860,SUP14722,388,2023-06-24
INV08861,SUP06367,106,2021-06-12
INV08862,SUP18260,152,2024-05-16
INV08863,SUP04574,117,2024-05-14
INV08864,SUP18508,216,2021-01-14
INV08865,SUP08083,307,2022-05-17
INV08866,SUP00664,325,2025-12-12
INV08867,SUP10490,130,2024-01-26
INV08868,SUP07341,135,2022-07-24
INV08869,SUP02319,219,2024-06-23
INV08870,SUP11895,381,2024-07-11
INV08871,SUP16314,243,2024-02-16
INV08872,SUP12003,62,2025-08-07
INV08873,SUP05929,305,2025-08-18
INV08874,SUP03498,309,2022-03-02
INV08875,SUP04857,141,2021-04-11
INV08876,SUP12510,335,2022-01-14
INV08877,SUP00704,377,2021-10-31
INV08878,SUP01273,105,2021-04-23
INV08879,SUP17638,172,2024-08-30
INV08880,SUP18668,353,2022-12-16
INV08881,SUP17347,217,2021-03-17
INV08882,SUP07042,61,2021-10-25
INV08883,SUP02147,315,2025-10-15
INV08884,SUP12267,203,2021-03-08
INV08885,SUP12964,251,2024-09-28
INV08886,SUP19999,345,2024-03-29
INV08887,SUP19183,165,2025-09-13
INV08888,SUP15722,127,2024-05-20
INV08889,SUP01585,316,2022-09-04
INV08890,SUP15330,17,2022-11-10
INV08891,SUP15035,197,2021-06-29
INV08892,SUP14696,58,2021-04-11
INV08893,SUP09679,100,2021-08-12
INV08894,SUP18000,106,2023-05-04
INV08895,SUP19423,204,2022-01-01
INV08896,SUP12481,395,2021-11-27
INV08897,SUP16277,145,2024-10-08
INV08898,SUP00084,348,2022-08-06
INV08899,SUP18158,41,2024-06-05
INV08900,SUP19366,194,2024-09-15
INV08901,SUP04591,222,2024-11-17
INV08902,SUP11707,113,2024-12-04
INV08903,SUP19244,188,2024-05-03
INV08904,SUP15233,174,2024-03-18
INV08905,SUP18324,55,2025-06-01
INV08906,SUP15339,252,2024-02-26
INV08907,SUP00784,367,2021-12-30
INV08908,SUP18306,75,2023-07-22
INV08909,SUP03088,92,2025-03-15
INV08910,SUP17927,17,2024-03-31
INV08911,SUP12468,264,2023-01-08
INV08912,SUP09737,264,2021-03-15
INV08913,SUP09309,257,2021-07-10
INV08914,SUP00124,243,2025-04-23
INV08915,SUP08149,80,2022-09-05
INV08916,SUP03571,40,2022-10-24
INV08917,SUP18532,236,2023-01-25
INV08918,SUP12544,277,2023-02-16
INV08919,SUP02334,79,2025-08-07
INV08920,SUP19652,381,2021-05-19
INV08921,SUP05011,381,2025-04-03
INV08922,SUP01929,332,2023-05-26
INV08923,SUP14303,280,2025-09-24
INV08924,SUP16593,69,2024-02-02
INV08925,SUP11451,319,2021-05-13
INV08926,SUP16298,211,2022-08-23
INV08927,SUP12155,161,2023-08-23
INV08928,SUP00440,349,2021-10-03
INV08929,SUP06110,13,2021-09-07
INV08930,SUP07406,172,2024-11-23
INV08931,SUP12847,393,2025-10-27
INV08932,SUP01765,25,2022-07-17
INV08933,SUP06160,77,2022-11-06
INV08934,SUP08605,274,2023-12-16
INV08935,SUP14572,346,2023-04-28
INV08936,SUP01922,374,2023-12-11
INV08937,SUP19958,224,2022-03-06
INV08938,SUP05039,145,2024-11-26
INV08939,SUP17459,220,2022-03-05
INV08940,SUP13752,266,2024-06-07
INV08941,SUP03636,133,2021-04-30
INV08942,SUP08085,327,2021-08-12
INV08943,SUP18529,50,2024-03-16
INV08944,SUP08890,179,2025-02-03
INV08945,SUP17173,114,2024-07-12
INV08946,SUP00089,307,2023-12-20
INV08947,SUP05356,61,2021-06-29
INV08948,SUP05564,354,2023-09-18
INV08949,SUP00797,395,2025-01-22
INV08950,SUP13645,161,2024-11-11
INV08951,SUP03718,228,2024-05-23
INV08952,SUP16633,344,2025-06-03
INV08953,SUP14274,397,2024-12-18
INV08954,SUP09491,337,2022-08-12
INV08955,SUP11848,179,2023-05-25
INV08956,SUP07177,137,2024-05-31
INV08957,SUP00579,329,2025-10-03
INV08958,SUP09747,86,2022-10-11
INV08959,SUP06846,195,2022-06-16
INV08960,SUP09752,328,2023-12-13
INV08961,SUP05775,88,2024-03-23
INV08962,SUP04277,177,2024-06-30
INV08963,SUP18526,24,2022-12-26
INV08964,SUP07721,160,2021-09-23
INV08965,SUP14031,165,2024-06-12
INV08966,SUP16044,77,2024-02-27
INV08967,SUP19559,147,2023-10-14
INV08968,SUP13000,275,2023-12-01
INV08969,SUP09339,226,2025-02-02
INV08970,SUP03124,117,2024-07-18
INV08971,SUP16987,19,2023-10-17
INV08972,SUP09294,352,2023-10-06
INV08973,SUP05498,308,2025-07-13
INV08974,SUP13978,221,2022-01-04
INV08975,SUP12277,157,2025-12-15
INV08976,SUP09326,79,2024-06-02
INV08977,SUP05716,191,2022-04-22
INV08978,SUP04731,233,2024-12-22
INV08979,SUP12712,378,2022-08-18
INV08980,SUP11877,59,2022-02-01
INV08981,SUP03258,198,2021-01-04
INV08982,SUP05659,38,2021-08-31
INV08983,SUP13974,291,2021-02-19
INV08984,SUP11060,257,2023-08-11
INV08985,SUP07398,256,2024-07-04
INV08986,SUP13910,351,2025-06-20
INV08987,SUP10836,39,2021-08-30
INV08988,SUP01765,245,2025-02-19
INV08989,SUP07159,390,2025-10-03
INV08990,SUP06021,306,2022-03-01
INV08991,SUP12879,324,2025-06-26
INV08992,SUP15086,63,2024-06-14
INV08993,SUP17994,83,2023-04-30
INV08994,SUP10273,252,2023-04-28
INV08995,SUP10085,301,2021-04-04
INV08996,SUP02302,243,2022-11-15
INV08997,SUP19941,167,2022-12-18
INV08998,SUP07024,276,2024-02-22
INV08999,SUP12228,205,2025-07-09
INV09000,SUP10830,73,2024-07-29
INV09001,SUP19243,146,2022-03-11
INV09002,SUP12105,268,2021-01-24
INV09003,SUP16307,15,2024-08-04
INV09004,SUP05780,361,2022-02-17
INV09005,SUP06131,358,2024-11-14
INV09006,SUP12359,180,2022-07-31
INV09007,SUP17817,336,2022-06-06
INV09008,SUP14163,91,2025-06-07
INV09009,SUP04004,141,2021-05-19
INV09010,SUP11456,181,2022-09-23
INV09011,SUP00097,257,2022-09-07
INV09012,SUP14554,175,2023-11-04
INV09013,SUP07951,113,2024-02-01
INV09014,SUP15718,99,2022-10-26
INV09015,SUP04787,249,2025-04-20
INV09016,SUP19477,373,2021-01-13
INV09017,SUP15287,229,2021-08-22
INV09018,SUP07366,46,2024-11-05
INV09019,SUP10776,204,2022-11-14
INV09020,SUP19030,194,2022-12-01
INV09021,SUP14728,107,2023-03-23
INV09022,SUP03181,40,2025-01-23
INV09023,SUP09786,55,2024-03-11
INV09024,SUP14320,315,2024-06-15
INV09025,SUP13436,158,2021-03-01
INV09026,SUP06837,67,2025-09-01
INV09027,SUP11487,168,2021-12-26
INV09028,SUP05511,10,2022-02-02
INV09029,SUP03618,172,2022-11-08
INV09030,SUP11796,396,2025-09-04
INV09031,SUP15958,177,2022-11-24
INV09032,SUP18314,224,2024-10-09
INV09033,SUP15496,225,2023-09-09
INV09034,SUP03047,104,2023-08-30
INV09035,SUP16865,196,2025-06-21
INV09036,SUP11141,219,2021-03-14
INV09037,SUP02182,352,2024-08-15
INV09038,SUP00421,291,2021-10-06
INV09039,SUP04271,391,2023-09-14
INV09040,SUP04153,198,2021-11-15
INV09041,SUP16554,139,2024-07-08
INV09042,SUP11504,108,2023-08-02
INV09043,SUP06376,187,2025-11-07
INV09044,SUP12310,140,2024-01-05
INV09045,SUP01919,204,2022-11-18
INV09046,SUP06755,77,2023-08-06
INV09047,SUP10758,338,2025-05-25
INV09048,SUP05451,168,2025-07-26
INV09049,SUP16066,101,2023-04-28
INV09050,SUP07791,170,2025-03-01
INV09051,SUP17377,350,2021-04-25
INV09052,SUP01533,394,2025-09-07
INV09053,SUP00022,182,2023-12-04
INV09054,SUP11705,277,2022-09-06
INV09055,SUP01725,137,2024-03-03
INV09056,SUP11398,206,2025-01-24
INV09057,SUP02590,361,2024-10-20
INV09058,SUP19038,121,2022-10-09
INV09059,SUP14464,176,2024-02-12
INV09060,SUP00707,25,2024-01-03
INV09061,SUP04306,195,2021-02-08
INV09062,SUP19948,194,2022-03-03
INV09063,SUP09894,178,2024-03-28
INV09064,SUP05740,224,2024-11-04
INV09065,SUP13656,211,2022-11-11
INV09066,SUP03724,149,2025-06-26
INV09067,SUP02591,258,2025-12-24
INV09068,SUP00882,128,2025-06-18
INV09069,SUP08752,56,2022-12-26
INV09070,SUP06939,11,2021-05-16
